,5_n,5_p,5_l,6_n,6_p,6_l
3599,STX7,0.6559496867385854,-0.39809692,STX7,0.6559496867385854,0.39809692
3600,CAMK2D,0.6560780604906142,-0.39756954,CAMK2D,0.6560780604906142,0.39756954
3601,SFT2D3,0.6561422511759951,-1.0471197,SFT2D3,0.6561422511759951,1.0471197
3602,NOL12,0.6562385419646322,1.2649838,NOL12,0.6562385419646322,-1.2649838
3603,APOBEC3F,0.6563348384647295,-0.5794336,APOBEC3F,0.6563348384647295,0.5794336
3604,SELO,0.6563348384647295,0.6791583,SELO,0.6563348384647295,-0.6791583
3605,GBAS,0.6563990393038175,-0.35025042,GBAS,0.6563990393038175,0.35025042
3606,EDEM1,0.6563990393038175,-0.18463482,EDEM1,0.6563990393038175,0.18463482
3607,DDIAS,0.656495345319968,0.9428007,DDIAS,0.656495345319968,-0.9428007
3608,TUBE1,0.65652744859382,-0.51411635,TUBE1,0.65652744859382,0.51411635
3609,UBTF,0.6568164065891182,0.34003094,UBTF,0.6568164065891182,-0.34003094
3610,MYEOV,0.6568485162021784,0.5732255,MYEOV,0.6568485162021784,-0.5732255
3611,LCN8,0.6571054159134732,0.2958641,LCN8,0.6571054159134732,-0.2958641
3612,PIGS,0.6574265975406277,-0.38021863,PIGS,0.6574265975406277,0.38021863
3613,COX19,0.6576835884010229,-0.3615844,COX19,0.6576835884010229,0.3615844
3614,TOPORS,0.6577799704083191,-0.5212099,TOPORS,0.6577799704083191,0.5212099
3615,GSAP,0.6578442282407606,-0.7159602,GSAP,0.6578442282407606,0.7159602
3616,RPP25L,0.6578763581051018,-0.18653385,RPP25L,0.6578763581051018,0.18653385
3617,PI4KB,0.6579084886014553,-0.41746092,PI4KB,0.6579084886014553,0.41746092
3618,BRD9,0.658069150561624,-0.3326893,BRD9,0.658069150561624,0.3326893
3619,RILPL2,0.658069150561624,1.5117714,RILPL2,0.658069150561624,-1.5117714
3620,UMPS,0.6581334197679938,-0.8700158,UMPS,0.6581334197679938,0.8700158
3621,MOAP1,0.6583262425439801,-0.4693295,MOAP1,0.6583262425439801,0.4693295
3622,KPNA3,0.6583905218535746,-0.33234426,KPNA3,0.6583905218535746,0.33234426
3623,ZNF345,0.6584869455518129,-1.8193777,ZNF345,0.6584869455518129,1.8193777
3624,C18ORF32,0.6585190880467138,-0.8413375,C18ORF32,0.6585190880467138,0.8413375
3625,TCEB3,0.6587119562651749,0.14765635,TCEB3,0.6587119562651749,-0.14765635
3626,KCTD12,0.6587119562651749,-0.78962374,KCTD12,0.6587119562651749,0.78962374
3627,SNUPN,0.658808398889358,0.25303802,SNUPN,0.658808398889358,-0.25303802
3628,GPN3,0.6589691492063097,-0.2375174,GPN3,0.6589691492063097,0.2375174
3629,SEPT11,0.6590977608051756,-0.42286193,SEPT11,0.6590977608051756,0.42286193
3630,MAP3K2,0.6590977608051756,-0.49771264,MAP3K2,0.6590977608051756,0.49771264
3631,ARHGEF1,0.6591299152802033,0.023386057,ARHGEF1,0.6591299152802033,-0.023386057
3632,TAF13,0.659162070385253,-0.78618354,TAF13,0.659162070385253,0.78618354
3633,TMEM94,0.659162070385253,0.83996487,TMEM94,0.659162070385253,-0.83996487
3634,CARM1,0.6592263824852149,0.08655034,CARM1,0.6592263824852149,-0.08655034
3635,TLN1,0.6593228553590471,-0.22923459,TLN1,0.6593228553590471,0.22923459
3636,PIK3R4,0.6594193339003198,-1.3668951,PIK3R4,0.6594193339003198,1.3668951
3637,PTPN4,0.6595158181076527,-0.3604063,PTPN4,0.6595158181076527,0.3604063
3638,ADSL,0.6595479807689828,0.21393856,ADSL,0.6595479807689828,-0.21393856
3639,ASPHD2,0.6598374730359133,-0.5934679,ASPHD2,0.6598374730359133,0.5934679
3640,RP5-887A10.1,0.6599018115699702,0.12801036,RP5-887A10.1,0.6599018115699702,-0.12801036
3641,RAB5B,0.6599339817802166,-0.3186719,RAB5B,0.6599339817802166,0.3186719
3642,RAB9A,0.6600304961832139,-0.19754796,RAB9A,0.6600304961832139,0.19754796
3643,HCFC1R1,0.6602557184551417,-0.33993864,HCFC1R1,0.6602557184551417,0.33993864
3644,CUEDC2,0.6602878955787539,-0.1792174,CUEDC2,0.6602878955787539,0.1792174
3645,CUL4A,0.6604166103544956,-0.4283861,CUL4A,0.6604166103544956,0.4283861
3646,WAC,0.6604487906184983,-0.13633229,WAC,0.6604487906184983,0.13633229
3647,ATP6V1B2,0.6605131530302255,-0.7655987,ATP6V1B2,0.6605131530302255,0.7655987
3648,IRAK2,0.6605131530302255,-0.60156494,IRAK2,0.6605131530302255,0.60156494
3649,TMCO4,0.6605131530302255,-1.1674187,TMCO4,0.6605131530302255,1.1674187
3650,ITGB7,0.6605453351778475,-0.12561391,ITGB7,0.6605453351778475,0.12561391
3651,SCAMP5,0.6607062553314929,-0.68729883,SCAMP5,0.6607062553314929,0.68729883
3652,PIDD1,0.6607062553314929,-1.2798954,PIDD1,0.6607062553314929,1.2798954
3653,WRAP53,0.6610925276945032,0.90999156,WRAP53,0.6610925276945032,-0.90999156
3654,CD19,0.6612213052139831,-0.39015177,CD19,0.6612213052139831,0.39015177
3655,OCEL1,0.6612213052139831,-0.3584702,OCEL1,0.6612213052139831,0.3584702
3656,ZZZ3,0.6613500927605616,-0.6120366,ZZZ3,0.6613500927605616,0.6120366
3657,INO80C,0.6613822912135554,-0.1671294,INO80C,0.6613822912135554,0.1671294
3658,EPC2,0.6614144902929864,-0.61559016,EPC2,0.6614144902929864,0.61559016
3659,TRPC4AP,0.661446689998803,0.10961931,TRPC4AP,0.661446689998803,-0.10961931
3660,TAP2,0.6615110912893877,-0.300719,TAP2,0.6615110912893877,0.300719
3661,EIF3J-AS1,0.6615432928740531,0.679931,EIF3J-AS1,0.6615432928740531,-0.679931
3662,STK17B,0.6617043101890577,-0.115567304,STK17B,0.6617043101890577,0.115567304
3663,ZSWIM7,0.6618331353079916,-0.15451804,ZSWIM7,0.6618331353079916,0.15451804
3664,ANKRD54,0.6618653431521482,-0.4623871,ANKRD54,0.6618653431521482,0.4623871
3665,PDHX,0.6619297607174102,0.30398,PDHX,0.6619297607174102,-0.30398
3666,PPP6R1,0.6619619704384123,-0.41450882,PPP6R1,0.6619619704384123,0.41450882
3667,FCRL2,0.6620908155770304,0.10221442,FCRL2,0.6620908155770304,-0.10221442
3668,REEP4,0.6621552418983855,-0.70274943,REEP4,0.6621552418983855,0.70274943
3669,SMIM12,0.6621552418983855,-0.067578465,SMIM12,0.6621552418983855,0.067578465
3670,SEC16A,0.6624451912861351,-0.5159267,SEC16A,0.6624451912861351,0.5159267
3671,NTHL1,0.6625740739261841,0.07371731,NTHL1,0.6625740739261841,-0.07371731
3672,AP5Z1,0.662638518993625,-0.3516874,AP5Z1,0.662638518993625,0.3516874
3673,STK40,0.6628318691806718,-0.4398835,STK40,0.6628318691806718,0.4398835
3674,BAG2,0.6628318691806718,-0.5745108,BAG2,0.6628318691806718,0.5745108
3675,RETSAT,0.6628318691806718,-0.56157017,RETSAT,0.6628318691806718,0.56157017
3676,OGFOD2,0.6630252418361553,-0.2654466,OGFOD2,0.6630252418361553,0.2654466
3677,MGAT3,0.6630252418361553,-0.62415826,MGAT3,0.6630252418361553,0.62415826
3678,EIF4EBP2,0.6632186369489501,-0.2783063,EIF4EBP2,0.6632186369489501,0.2783063
3679,EFCAB14,0.6632186369489501,0.1606006,EFCAB14,0.6632186369489501,-0.1606006
3680,TAF4B,0.6632508716503174,-0.5706823,TAF4B,0.6632508716503174,0.5706823
3681,ZRANB1,0.6632831069751384,-0.6798074,ZRANB1,0.6632831069751384,0.6798074
3682,CLTC,0.6632831069751384,-0.3251457,CLTC,0.6632831069751384,0.3251457
3683,YPEL3,0.6634120545079264,-0.07115328,YPEL3,0.6634120545079264,0.07115328
3684,TNFAIP8L1,0.6635087717012533,0.30741894,TNFAIP8L1,0.6635087717012533,-0.30741894
3685,IFIT5,0.6635410120118466,-0.61021405,IFIT5,0.6635410120118466,0.61021405
3686,NDFIP2,0.6635410120118466,0.6297898,NDFIP2,0.6635410120118466,-0.6297898
3687,SMCR8,0.66360549450195,-1.7917426,SMCR8,0.66360549450195,1.7917426
3688,UBE2W,0.6636377366813571,0.09960541,UBE2W,0.6636377366813571,-0.09960541
3689,MBD1,0.663702222908624,-0.28267783,MBD1,0.663702222908624,0.28267783
3690,RBM41,0.6637344669563807,-0.6102527,RBM41,0.6637344669563807,0.6102527
3691,GDI1,0.6638634493736917,-0.4421542,GDI1,0.6638634493736917,0.4421542
3692,RP11-305L7.3,0.6638634493736917,0.6014424,RP11-305L7.3,0.6638634493736917,-0.6014424
3693,NLK,0.6639601927228285,-0.89425224,NLK,0.6639601927228285,0.89425224
3694,PPT2,0.6639924417505806,-1.5334721,PPT2,0.6639924417505806,1.5334721
3695,SFXN4,0.6643149662442773,-0.04956526,SFXN4,0.6643149662442773,0.04956526
3696,SP140L,0.6643472221141287,0.072612114,SP140L,0.6643472221141287,-0.072612114
3697,ZBTB14,0.6646375529130524,-1.5162951,ZBTB14,0.6646375529130524,1.5162951
3698,EIF6,0.66466981499757,-0.2033666,EIF6,0.66466981499757,0.2033666
3699,C11ORF71,0.6647666049780111,0.36914143,C11ORF71,0.6647666049780111,-0.36914143
3700,SAMM50,0.6647988695469484,-0.20748967,SAMM50,0.6647988695469484,0.20748967
3701,EIF4H,0.6648311347368612,-0.20056513,EIF4H,0.6648311347368612,0.20056513
3702,C4ORF48,0.6648956669794068,-0.13771771,C4ORF48,0.6648956669794068,0.13771771
3703,ZNF33A,0.6650892786050804,-0.27490073,ZNF33A,0.6650892786050804,0.27490073
3704,VPS16,0.6650892786050804,0.32006398,VPS16,0.6650892786050804,-0.32006398
3705,SERTAD1,0.6652829125691178,-0.22051671,SERTAD1,0.6652829125691178,0.22051671
3706,DET1,0.6653474621859461,-1.4902506,DET1,0.6653474621859461,1.4902506
3707,IFI44,0.6654120142831588,-0.6922794,IFI44,0.6654120142831588,0.6922794
3708,ZNF771,0.6655411259170811,-0.5043941,ZNF771,0.6655411259170811,0.5043941
3709,SERPINB9,0.6656056854529622,-0.44382265,SERPINB9,0.6656056854529622,0.44382265
3710,NBR1,0.6656702474675708,-0.35054094,NBR1,0.6656702474675708,0.35054094
3711,KPNA2,0.6658639483796183,-0.24660134,KPNA2,0.6658639483796183,0.24660134
3712,HTATSF1,0.6658639483796183,-0.5091264,HTATSF1,0.6658639483796183,0.5091264
3713,PTPN7,0.6661222509393898,-0.1580858,PTPN7,0.6661222509393898,0.1580858
3714,CDC25B,0.6662191246118007,0.17638326,CDC25B,0.6662191246118007,-0.17638326
3715,DENND4C,0.6663805931057384,-1.1756827,DENND4C,0.6663805931057384,1.1756827
3716,CINP,0.6669943143313298,-0.075539194,CINP,0.6669943143313298,0.075539194
3717,PNP,0.6670266216260983,-0.039447315,PNP,0.6670266216260983,0.039447315
3718,SLC6A9,0.6670266216260983,-1.0403274,SLC6A9,0.6670266216260983,1.0403274
3719,RIOK2,0.6670589295382665,-0.42999718,RIOK2,0.6670589295382665,0.42999718
3720,TBRG1,0.6672851022062724,-0.3809442,TBRG1,0.6672851022062724,0.3809442
3721,EFHC1,0.6674143573056399,0.043101262,EFHC1,0.6674143573056399,-0.043101262
3722,SUMO1,0.6674466726225522,-0.13097034,SUMO1,0.6674466726225522,0.13097034
3723,PPWD1,0.6674789885561886,-0.36055765,PPWD1,0.6674789885561886,0.36055765
3724,SERTAD3,0.667575940056923,0.5416877,SERTAD3,0.667575940056923,-0.5416877
3725,PXMP4,0.667575940056923,-0.57084626,PXMP4,0.667575940056923,0.57084626
3726,TRIAP1,0.667737538221111,-0.1990419,TRIAP1,0.667737538221111,0.1990419
3727,GMFG,0.6677698597029252,-0.07569778,GMFG,0.6677698597029252,0.07569778
3728,ZYX,0.6678991517917028,-0.6571666,ZYX,0.6678991517917028,0.6571666
3729,MED4,0.6681577655337358,-0.22821748,MED4,0.6681577655337358,0.22821748
3730,HCCS,0.6682224251260815,-0.42181322,HCCS,0.6682224251260815,0.42181322
3731,ATRN,0.6683840848768555,-0.7840892,ATRN,0.6683840848768555,0.7840892
3732,ZNF224,0.6683840848768555,-0.31132132,ZNF224,0.6683840848768555,0.31132132
3733,AC093323.3,0.6685780968793096,-1.004337,AC093323.3,0.6685780968793096,1.004337
3734,UBR3,0.6686104343655146,0.20380676,UBR3,0.6686104343655146,-0.20380676
3735,DALRD3,0.6686427724665701,0.15876545,DALRD3,0.6686427724665701,-0.15876545
3736,PAAF1,0.6686427724665701,-0.18348937,PAAF1,0.6686427724665701,0.18348937
3737,SRI,0.6688368139818431,-0.11708062,SRI,0.6688368139818431,0.11708062
3738,IGKV3D-20,0.6688368139818431,1.2457502,IGKV3D-20,0.6688368139818431,-1.2457502
3739,MAU2,0.6693543661414335,0.66277045,MAU2,0.6693543661414335,-0.66277045
3740,GGA3,0.6694190712114825,-0.78158975,GGA3,0.6694190712114825,0.78158975
3741,G3BP2,0.6694837787357175,-0.16638131,G3BP2,0.6694837787357175,0.16638131
3742,YBEY,0.6694837787357175,0.04059049,YBEY,0.6694837787357175,-0.04059049
3743,HTT,0.6695484887137215,-0.790271,HTT,0.6695484887137215,0.790271
3744,KLHL15,0.6695484887137215,1.128038,KLHL15,0.6695484887137215,-1.128038
3745,PTPN6,0.6695808446227562,-0.26307273,PTPN6,0.6695808446227562,0.26307273
3746,ATAD3B,0.6696779160293649,-1.2557281,ATAD3B,0.6696779160293649,1.2557281
3747,ZMYM5,0.6698073531550706,0.3783721,ZMYM5,0.6698073531550706,-0.3783721
3748,LAMTOR5,0.6698073531550706,-0.123516075,LAMTOR5,0.6698073531550706,0.123516075
3749,TRIM14,0.6698073531550706,1.0151613,TRIM14,0.6698073531550706,-1.0151613
3750,MYO1F,0.6698720753956523,-0.5221619,MYO1F,0.6698720753956523,0.5221619
3751,CD58,0.6699044374351926,-0.8355082,CD58,0.6699044374351926,0.8355082
3752,NR3C1,0.6700986225386332,-0.14220057,NR3C1,0.6700986225386332,0.14220057
3753,NR1D2,0.670130988866419,-0.3476236,NR1D2,0.670130988866419,0.3476236
3754,ARHGAP4,0.6701957233591302,-0.39659187,ARHGAP4,0.6701957233591302,0.39659187
3755,MED21,0.670519432551895,-0.33617142,MED21,0.670519432551895,0.33617142
3756,RP11-102N12.3,0.670519432551895,-0.412279,RP11-102N12.3,0.670519432551895,0.412279
3757,CRLS1,0.6706489333614882,-0.20815355,CRLS1,0.6706489333614882,0.20815355
3758,PAFAH1B2,0.670713687435858,-0.22792554,PAFAH1B2,0.670713687435858,0.22792554
3759,NSDHL,0.670778443956052,0.94627774,NSDHL,0.670778443956052,-0.94627774
3760,DYNC1LI1,0.670778443956052,-0.5022001,DYNC1LI1,0.670778443956052,0.5022001
3761,MMAB,0.6708755833213471,-0.13270219,MMAB,0.6708755833213471,0.13270219
3762,BLZF1,0.6710374944866937,-0.46483085,BLZF1,0.6710374944866937,0.46483085
3763,TRIM47,0.6710374944866937,-0.75709283,TRIM47,0.6710374944866937,0.75709283
3764,RP11-493L12.4,0.6711670344160706,0.46264207,RP11-493L12.4,0.6711670344160706,-0.46264207
3765,BMF,0.6712318080453067,0.08702061,BMF,0.6712318080453067,-0.08702061
3766,CCDC189,0.6713937528032996,0.1951895,CCDC189,0.6713937528032996,-0.1951895
3767,DENND6B,0.6714261435861768,0.060293708,DENND6B,0.6714261435861768,-0.060293708
3768,GGNBP2,0.6716205010979861,-0.17225339,GGNBP2,0.6716205010979861,0.17225339
3769,TCOF1,0.6717500849730123,0.15304334,TCOF1,0.6717500849730123,-0.15304334
3770,ZMAT3,0.6719120785364434,-1.098576,ZMAT3,0.6719120785364434,1.098576
3771,TRMT6,0.6719444790778916,-0.5010535,TRMT6,0.6719444790778916,0.5010535
3772,ASAP1,0.6722037053458076,0.058501728,ASAP1,0.6722037053458076,-0.058501728
3773,RMDN3,0.6723333330985284,-0.361747,RMDN3,0.6723333330985284,0.361747
3774,RC3H2,0.6724629705926115,0.4875567,RC3H2,0.6724629705926115,-0.4875567
3775,LIPA,0.6724629705926115,-0.6127002,LIPA,0.6724629705926115,0.6127002
3776,SRSF6,0.6725277929916138,-0.13531233,SRSF6,0.6725277929916138,0.13531233
3777,UBE2E3,0.6725602051039214,-0.11151156,UBE2E3,0.6725602051039214,0.11151156
3778,DSTYK,0.6725926178246965,0.28206933,DSTYK,0.6725926178246965,-0.28206933
3779,VPS8,0.6727222747914219,-0.7528948,VPS8,0.6727222747914219,0.7528948
3780,NT5E,0.6727871069242242,-1.0601485,NT5E,0.6727871069242242,1.0601485
3781,SLC25A17,0.672981617915344,-0.58206576,SLC25A17,0.672981617915344,0.58206576
3782,PCTP,0.6730464597752203,-0.68257385,PCTP,0.6730464597752203,0.68257385
3783,KRIT1,0.6732085750583781,0.038265724,KRIT1,0.6732085750583781,-0.038265724
3784,NPIPB5,0.6732409999374691,0.09530199,NPIPB5,0.6732409999374691,-0.09530199
3785,VAMP3,0.6734031334423289,0.18505134,VAMP3,0.6734031334423289,-0.18505134
3786,C4ORF32,0.6734355619648136,0.37931064,C4ORF32,0.6734355619648136,-0.37931064
3787,FBXL16,0.6734355619648136,-2.2625914,FBXL16,0.6734355619648136,2.2625914
3788,OXR1,0.6737274459780263,-0.21320613,OXR1,0.6737274459780263,0.21320613
3789,HLCS,0.673759880568624,1.642344,HLCS,0.673759880568624,-1.642344
3790,PIGU,0.673759880568624,-1.0277108,PIGU,0.673759880568624,1.0277108
3791,GPAT4,0.6738247515693322,-0.45882505,GPAT4,0.6738247515693322,0.45882505
3792,LCOR,0.6739545008473251,-0.66397387,LCOR,0.6739545008473251,0.66397387
3793,ENPP4,0.6742789164693395,-1.4923488,ENPP4,0.6742789164693395,1.4923488
3794,SPOUT1,0.6743113613636447,0.55435973,SPOUT1,0.6743113613636447,-0.55435973
3795,PREPL,0.6744086996801067,-0.50509053,PREPL,0.6744086996801067,0.50509053
3796,YPEL1,0.6744086996801067,0.49501827,YPEL1,0.6744086996801067,-0.49501827
3797,FIBP,0.6744735949185098,-0.17121983,FIBP,0.6744735949185098,0.17121983
3798,MRPL48,0.6747981074238472,-0.19484574,MRPL48,0.6747981074238472,0.19484574
3799,IMMP1L,0.6748630171846255,-0.30605644,IMMP1L,0.6748630171846255,0.30605644
3800,ACVR1,0.6749279293643224,-1.090238,ACVR1,0.6749279293643224,1.090238
3801,RNF38,0.6749928439625164,0.9225865,RNF38,0.6749928439625164,-0.9225865
3802,RABIF,0.6753499174643411,-0.4812509,RABIF,0.6753499174643411,0.4812509
3803,MTHFD1,0.6754473138323089,0.3478726,MTHFD1,0.6754473138323089,-0.3478726
3804,C17ORF80,0.6754473138323089,-1.3208737,C17ORF80,0.6754473138323089,1.3208737
3805,PCYT1A,0.6756745931540471,0.22647548,PCYT1A,0.6756745931540471,-0.22647548
3806,R3HCC1L,0.6758369536300595,0.69569254,R3HCC1L,0.6758369536300595,-0.69569254
3807,NARS2,0.6758369536300595,-0.27928644,NARS2,0.6758369536300595,0.27928644
3808,PARVG,0.6761617198113667,-0.37904835,PARVG,0.6761617198113667,0.37904835
3809,NDUFS1,0.676454060899751,-0.2396971,NDUFS1,0.676454060899751,0.2396971
3810,AHI1,0.6764865462543113,-0.24813366,AHI1,0.6764865462543113,0.24813366
3811,WDR82,0.6767789415329258,-0.44737494,WDR82,0.6767789415329258,0.44737494
3812,ZNF100,0.6769414044132237,-0.9780184,ZNF100,0.6769414044132237,0.9780184
3813,TM9SF1,0.6770713855420047,-0.40322015,TM9SF1,0.6770713855420047,0.40322015
3814,AK3,0.6770713855420047,-0.2546591,AK3,0.6770713855420047,0.2546591
3815,TMEM120B,0.6772013762889276,-0.6346225,TMEM120B,0.6772013762889276,0.6346225
3816,RIF1,0.6772013762889276,-0.34052792,RIF1,0.6772013762889276,0.34052792
3817,COQ10B,0.677396380435908,-0.44469655,COQ10B,0.677396380435908,0.44469655
3818,POLR3A,0.6776239126007186,0.4427753,POLR3A,0.6776239126007186,-0.4427753
3819,DHRS9,0.6778189635803129,-3.0931768,DHRS9,0.6778189635803129,3.0931768
3820,ZZEF1,0.677851474176921,-0.3858499,ZZEF1,0.677851474176921,0.3858499
3821,FIG4,0.6779490095656993,0.6579138,FIG4,0.6779490095656993,-0.6579138
3822,SLC7A7,0.6779815225614331,-0.006235887,SLC7A7,0.6779815225614331,0.006235887
3823,COX16,0.6780465503517938,-1.150197,COX16,0.6780465503517938,1.150197
3824,BMP8B,0.6781115805403247,-0.77354425,BMP8B,0.6781115805403247,0.77354425
3825,LRRC61,0.6781115805403247,-0.5831331,LRRC61,0.6781115805403247,0.5831331
3826,TAF2,0.6781115805403247,0.38904145,TAF2,0.6781115805403247,-0.38904145
3827,ZCCHC6,0.678209130318761,0.009832007,ZCCHC6,0.678209130318761,-0.009832007
3828,SEC24B,0.6782741665008589,-0.6752849,SEC24B,0.6782741665008589,0.6752849
3829,WNT6,0.678469289425552,-2.552071,WNT6,0.678469289425552,2.552071
3830,R3HDM1,0.6785343351918327,-0.53244066,R3HDM1,0.6785343351918327,0.53244066
3831,UBE2J2,0.6788595999394772,0.017681178,UBE2J2,0.6788595999394772,-0.017681178
3832,KLK1,0.6788921297052968,0.11466921,KLK1,0.6788921297052968,-0.11466921
3833,JAGN1,0.6791198548115619,-0.09051819,JAGN1,0.6791198548115619,0.09051819
3834,SPG7,0.6791523893611799,0.06827537,SPG7,0.6791523893611799,-0.06827537
3835,CENPM,0.6792499965962333,-0.19471563,CENPM,0.6792499965962333,0.19471563
3836,MAVS,0.6792825335364735,0.32232815,MAVS,0.6792825335364735,-0.32232815
3837,IMPAD1,0.6794777677240257,-0.34053138,IMPAD1,0.6794777677240257,0.34053138
3838,FARP2,0.6795428505647362,0.22752617,FARP2,0.6795428505647362,-0.22752617
3839,MRPS23,0.6795753928807631,-0.22013539,MRPS23,0.6795753928807631,0.22013539
3840,DOCK10,0.6798032058071843,0.29427978,DOCK10,0.6798032058071843,-0.29427978
3841,IFT46,0.6799333977502069,-0.8267419,IFT46,0.6799333977502069,0.8267419
3842,HINFP,0.6799984973006759,-0.69332874,HINFP,0.6799984973006759,0.69332874
3843,HSPA8,0.6800635992365485,-0.04436481,HSPA8,0.6800635992365485,0.04436481
3844,MMS22L,0.6800635992365485,0.08053609,MMS22L,0.6800635992365485,-0.08053609
3845,SSBP3,0.680128703557398,-0.51642114,SSBP3,0.680128703557398,0.51642114
3846,CD9,0.6804217025038773,0.09025041,CD9,0.6804217025038773,-0.09025041
3847,WDR36,0.6804868199344769,-0.529906,WDR36,0.6804868199344769,0.529906
3848,SLC47A1,0.6804868199344769,-1.1976182,SLC47A1,0.6804868199344769,1.1976182
3849,MRPL1,0.680714749698633,-0.017649204,MRPL1,0.680714749698633,0.017649204
3850,METTL2B,0.680714749698633,-0.39728224,METTL2B,0.680714749698633,0.39728224
3851,RAB31,0.680714749698633,-0.057887457,RAB31,0.680714749698633,0.057887457
3852,RNFT1,0.6807798778457905,0.49033275,RNFT1,0.6807798778457905,-0.49033275
3853,SDCBP,0.6808124428120021,-0.41515762,SDCBP,0.6808124428120021,0.41515762
3854,SSB,0.6809101412805285,-0.1599632,SSB,0.6809101412805285,0.1599632
3855,CRYZ,0.6809752765672548,-0.64711165,CRYZ,0.6809752765672548,0.64711165
3856,PTRH2,0.6811055542772867,-0.45382383,PTRH2,0.6811055542772867,0.45382383
3857,RTF1,0.6811381251912705,-0.080342785,RTF1,0.6811381251912705,0.080342785
3858,TRAPPC10,0.6812032688026352,-0.43894613,TRAPPC10,0.6812032688026352,0.43894613
3859,TNRC6A,0.6813335631574574,-0.17925651,TNRC6A,0.6813335631574574,0.17925651
3860,PNO1,0.6814312901624724,-0.23840928,PNO1,0.6814312901624724,0.23840928
3861,PRDM4,0.6815616011516139,-1.1673995,PRDM4,0.6815616011516139,1.1673995
3862,BRF1,0.6816919216413774,-0.6939426,BRF1,0.6816919216413774,0.6939426
3863,CCDC88C,0.6816919216413774,0.028489072,CCDC88C,0.6816919216413774,-0.028489072
3864,SPOPL,0.6816919216413774,0.5511224,SPOPL,0.6816919216413774,-0.5511224
3865,DNAJC13,0.6818548356086191,-1.1246071,DNAJC13,0.6818548356086191,1.1246071
3866,HARS,0.6819851774622714,-0.15934193,HARS,0.6819851774622714,0.15934193
3867,SLC35B4,0.6820177644085522,-0.5308452,SLC35B4,0.6820177644085522,0.5308452
3868,NUDT8,0.6820177644085522,-0.22122468,NUDT8,0.6820177644085522,0.22122468
3869,C3ORF58,0.6823436664797448,-1.0357991,C3ORF58,0.6823436664797448,1.0357991
3870,CEP76,0.6823436664797448,-0.7802039,CEP76,0.6823436664797448,0.7802039
