,0_n,0_p,0_l,1_n,1_p,1_l,8_n,8_p,8_l,9_n,9_p,9_l
11836,UPK3BL,0.923672215523536,-2.0277596,IGKV1-39,0.9531362527394377,-0.05131997,TMEM8B,0.8810254299622566,-0.42152843,COQ8A,0.9600491519225176,-0.0722084
11837,FCN1,0.923672215523536,-2.0524478,SULT1A3,0.9531931375979911,0.38560542,CTSF,0.8810254299622566,-0.13227326,WNT16,0.9601466902649837,0.599405
11838,IGLL1,0.923672215523536,-1.350079,GNRH1,0.9531994581525556,0.09987145,NBPF20,0.8810254299622566,-0.026071701,PPIAL4G,0.960171074943871,0.47875887
11839,PHGR1,0.923672215523536,-2.2457006,MAP3K9,0.9532626638600331,0.3626265,CTD-2035E11.5,0.8811942666776402,-2.0281847,TMEM143,0.9601832672972896,-0.11125864
11840,ANKRD20A3,0.923672215523536,-1.5104167,AC144652.1,0.9533132286376879,-0.50471336,IFNGR1,0.8816163820732583,-0.9038341,SLC39A13,0.9601832672972896,-0.16360748
11841,MAMDC4,0.923672215523536,-1.5426097,RP11-8L8.2,0.9534017174506759,-0.4562063,PLOD3,0.8821018563460263,-1.0249254,AP2A1,0.9602564216132716,0.0630739
11842,AC005480.1,0.923672215523536,-1.7719778,LINC00910,0.9534017174506759,0.1514972,TYW1B,0.8821018563460263,-0.9613778,SWT1,0.9602686140318204,0.42789105
11843,SRC,0.923672215523536,-1.5607227,NAGS,0.9534270000742328,-0.2960864,ZFP1,0.8827984837155514,-0.20545563,LINC00672,0.9602808064596621,-0.1395385
11844,XKR9,0.923672215523536,-1.5113801,RP11-589P10.5,0.9534459620726596,0.2076785,LINC00115,0.8829251529928412,-0.330139,XRCC2,0.9603661537145165,0.8575082
11845,B3GALT2,0.923672215523536,-1.3768132,RP11-196G18.24,0.9534838861485622,0.42907587,ZFP30,0.8829673767507025,-0.7163408,RP11-347I19.7,0.9604149237784391,0.20328672
11846,AF127936.9,0.923672215523536,-1.9304111,DDX60,0.9534965275306065,-0.100263834,ABCD1,0.8829673767507025,-0.4645974,BTG2,0.9604271163175737,-0.05803139
11847,DCDC2B,0.923672215523536,-1.8600628,GNA12,0.9536229419940172,0.08758756,XXCOS-LUCA11.5,0.8831362751061511,-1.9050611,NGRN,0.9604393088659643,-0.5521723
11848,CDH17,0.923672215523536,-1.6855116,RP11-434H6.7,0.9536292627478429,-0.4806437,TMEM51,0.8832312827662724,21.930069,NUDT13,0.9604880791520287,0.28979158
11849,RP11-396C23.2,0.923672215523536,-1.9598039,SYCP2,0.9537556784363199,0.04400263,TRAV9-2,0.8832312827662724,22.334677,AC007950.2,0.9604880791520287,0.27758703
11850,IL17RC,0.923672215523536,-1.1881238,TIGD6,0.9537556784363199,0.0012612364,ABHD17C,0.8832312827662724,21.96496,BEX5,0.9604880791520287,-0.70871335
11851,CCDC65,0.923672215523536,-1.7383301,IGSF22,0.9537809617137342,0.40523428,CEP170B,0.8832312827662724,21.275705,TMEM175,0.9605124643505223,-0.194569
11852,CTD-2013N17.7,0.923672215523536,-1.7637408,DAGLB,0.9537999242023208,-0.012179601,TLX2,0.8832312827662724,22.026617,KAT2A,0.9605368495859598,-0.16071431
11853,CNIH2,0.923672215523536,-1.1875324,RP11-890B15.3,0.9538441701107117,-0.39467126,EHF,0.8832312827662724,21.60701,GLYR1,0.960610005513708,-0.00051671173
11854,GJB7,0.923672215523536,-1.5934479,ZNF670,0.9538694535508128,0.49372745,CHST13,0.8832312827662724,22.109978,AC009961.3,0.960610005513708,0.6852196
11855,PLA2G2C,0.923672215523536,-1.4921397,MR1,0.9538757744180929,0.11269049,OSBPL5,0.8832312827662724,21.389315,KCNQ1,0.9606343908966933,-0.05190899
11856,TBC1D30,0.923672215523536,-1.8721216,NCDN,0.9538947370373387,0.2818513,KRT17,0.8832312827662724,22.149021,GSTM4,0.9606343908966933,-0.30753604
11857,RP11-505K9.4,0.923672215523536,-1.8721354,NSUN7,0.9538947370373387,-0.54720366,SIPA1L2,0.8832312827662724,21.649744,AP000253.1,0.9606587763165088,-0.05547918
11858,NCR3LG1,0.923672215523536,-0.9059664,PIGBOS1,0.9539579459565956,0.17598169,C9ORF172,0.8832312827662724,21.73524,EXT2,0.9607319327967073,-0.02784521
11859,CARD9,0.923672215523536,-1.0150173,ZSCAN16,0.9539642668644558,0.09832572,B4GALNT1,0.8832312827662724,21.509441,ARHGEF9,0.9608294752845439,-0.09897298
11860,MSMO1,0.923867772633804,0.7237387,IGHV1-2,0.9539705877752117,0.35329133,GCNT4,0.8832312827662724,22.215586,FAM228B,0.9609514042187441,-0.20285371
11861,ZBTB18,0.92395073764716,0.19538136,ADGRF3,0.9539958714471831,-0.33045208,ARHGEF25,0.8832312827662724,22.541826,SLC30A7,0.9609879830772365,-0.037897695
11862,PGBD4,0.9244781773976168,0.7953244,PLD3,0.954002192372411,0.36236534,LINC01229,0.8832312827662724,21.186275,IPP,0.9610123690285276,0.14803542
11863,RP11-185E12.2,0.9246915332577782,1.3998414,PIGR,0.9540211551654524,-0.45650947,KIF7,0.8832312827662724,21.93237,NIPAL2,0.9610489480238513,-0.70742154
11864,KDM8,0.924727093094884,0.20482378,MOAP1,0.9541602164423741,0.17454165,TPSAB1,0.8832312827662724,22.094881,HDGF,0.9611342993316815,0.029395016
11865,PLEKHA4,0.9248100666329194,1.2694563,ZNF566,0.954191821472813,-0.11793874,RP5-903G2.2,0.8832312827662724,21.651962,CEP112,0.9611464924120431,0.31945854
11866,ADRB1,0.9248574804505383,0.9652278,ZNF547,0.9541981424875463,0.4752123,RFX8,0.8832312827662724,21.595861,LIPA,0.9612196510849592,-0.37741584
11867,EFHB,0.924881187459456,0.88976127,SYT2,0.9541981424875463,-0.027161421,MPZL2,0.8832312827662724,21.215887,FAM189B,0.9612684237150245,0.6066583
11868,LMNTD2,0.9249167480979089,0.9013638,KIFAP3,0.9542297476044188,0.12102705,TNC,0.8832312827662724,21.140587,TBC1D20,0.9613659694098262,-0.026530994
11869,HEATR6,0.9249286016774031,0.21361929,SPATC1L,0.9542550317497401,0.24103314,BNC2,0.8832312827662724,21.4838,GRIPAP1,0.9613781626623713,-0.029298337
11870,RP11-90D4.3,0.9253138520692532,-20.429422,YY2,0.9542676738396665,-0.14041145,PRDM16,0.8832312827662724,22.64808,BAZ2A,0.9613781626623713,-0.08327775
11871,TMEM136,0.9253138520692532,-20.422888,EME2,0.9542992791148153,-0.1806624,GET4,0.8832312827662724,21.471603,WDR7,0.961439129060547,0.4909566
11872,AFAP1,0.9253138520692532,-20.268513,NT5DC3,0.954324563386679,0.012347045,RP5-1009E24.8,0.8832312827662724,21.659632,GPC2,0.961439129060547,0.19929796
11873,PYGO1,0.9253138520692532,-20.76253,RP11-95D17.1,0.9544762699822977,0.12317208,C6ORF223,0.8832312827662724,21.856737,AP001059.6,0.961487902341457,0.008144449
11874,RP11-146I2.1,0.9253138520692532,-19.945766,TTC38,0.954488912273125,0.81438553,SLC30A3,0.8832312827662724,21.391912,UBQLN4,0.9615610625330107,0.6004323
11875,SH3RF2,0.9253138520692532,-20.342875,TMEM184B,0.9545268392142987,0.27076533,UMODL1,0.8832312827662724,21.988802,LARS2,0.9615854493354877,-0.029355196
11876,MGARP,0.9253138520692532,-20.911343,SNAPC5,0.9545394815509097,0.13466276,HOXA4,0.8832312827662724,21.86466,CMTR1,0.9616220296065867,-0.4261195
11877,SPATC1,0.9253138520692532,-21.342945,ENC1,0.9545710874424719,0.16588116,PMFBP1,0.8832312827662724,21.524075,LINC00294,0.961634223048244,0.27314442
11878,TDRD15,0.9253138520692532,-21.253008,SEC24B,0.9546216570175415,0.09726869,RP3-406P24.4,0.8832312827662724,22.19732,P2RY11,0.9616586099584775,-0.2672819
11879,ST8SIA5,0.9253138520692532,-20.31614,TMEM44,0.9546659055455875,0.36243147,AC138517.6,0.8832312827662724,21.438879,RP11-395G23.3,0.9616708034270481,-1.3165487
11880,ID4,0.9253138520692532,-20.555248,PEX1,0.9547101542133601,0.073734425,TRAV41,0.8832312827662724,22.188602,TFE3,0.9616829969045844,0.42804125
11881,OMG,0.9253138520692532,-20.613615,ZNF136,0.9547480817539875,0.081438616,SEPT3,0.8832312827662724,21.327686,CEP83-AS1,0.9617195773909571,-1.6149056
11882,SLC8A3,0.9253138520692532,-21.18418,IQCH-AS1,0.9547607242903053,0.5689457,RP11-463O9.9,0.8832312827662724,21.532722,GPR55,0.9617195773909571,-1.4198946
11883,SPTBN4,0.9253138520692532,-21.159208,RP4-555D20.2,0.954767045562733,0.33057702,PTPRM,0.8832312827662724,21.91561,CITED4,0.9617195773909571,-1.3214753
11884,SOX2,0.9253138520692532,-20.552523,CLIC5,0.9547796881161235,0.31743225,COX6A2,0.8832312827662724,21.699558,PNMA5,0.9617439644266474,-0.88509816
11885,FAM188B,0.9253138520692532,-20.771606,ZBTB8A,0.9547796881161235,-0.09187149,FZD8,0.8832312827662724,21.556065,AGAP9,0.9617439644266474,-1.386613
11886,LRP11,0.9253138520692532,-21.101032,TVP23C,0.9548429010536775,-0.08357062,FAAH,0.8832312827662724,22.128727,FAM86C1,0.9617683514981313,-1.2003127
11887,RP3-462D8.2,0.9253138520692532,-21.041555,IP6K1,0.9548618649903508,0.07985647,SHISA4,0.8832312827662724,21.178608,PRRG2,0.9618171257483886,-1.1191952
11888,CTHRC1,0.9253138520692532,-20.38491,ZNF620,0.9548934716082528,-0.101477414,S1PR3,0.8832312827662724,21.909142,BEST4,0.9618415129271164,-0.7401132
11889,RGS20,0.9253138520692532,-20.496714,WNT2B,0.9548997929403467,0.38551986,NPIPA8,0.8832312827662724,21.663355,PTGIR,0.9618537065298701,0.08289128
11890,EPS8L1,0.9253138520692532,-20.278088,IGHV3-7,0.9549440423444141,0.022051228,HDC,0.8832312827662724,21.5739,KIAA0513,0.9618902873916564,-0.72074836
11891,KCNK17,0.9253138520692532,-20.642504,TTLL1,0.9550957556403828,0.106986746,SCN4B,0.8832312827662724,21.626566,PON2,0.9619390619988237,-0.47336555
11892,FAM222A,0.9253138520692532,-20.995464,RP11-631N16.2,0.9551210413480359,0.14150618,FOXP2,0.8832312827662724,21.69337,OTUD7B,0.9620366116403115,-0.27389127
11893,AC099342.1,0.9253138520692532,-20.585663,SPATA20,0.9551589699941975,0.16665886,RGS7,0.8832312827662724,20.77695,TRUB1,0.9621341618501216,-0.0009320969
11894,CCL25,0.9253138520692532,-21.255297,RP11-158I9.8,0.9551842558147228,0.14978315,CECR3,0.8832312827662724,22.053873,ZNF438,0.9621341618501216,-0.3392076
11895,CDC42BPA,0.9253138520692532,-20.847124,TNFRSF10A,0.9552095416803527,0.0409434,RYR2,0.8832312827662724,22.114868,LUCAT1,0.9622073248795633,0.16916434
11896,RP11-731F5.2,0.9253138520692532,-21.385302,NCKIPSD,0.9554434380711484,0.99699557,MMP13,0.8832312827662724,22.196186,AKIRIN1,0.9622195187487608,0.059738528
11897,RP11-37N22.1,0.9253138520692532,-21.146006,CDK14,0.9555509052681145,0.17740738,S1PR5,0.8832312827662724,21.564064,GEMIN4,0.9623170700202448,-0.61643153
11898,RP11-563D10.1,0.9253138520692532,-20.617527,KBTBD4,0.955702625039015,0.13249093,YBX2,0.8832312827662724,21.359951,UBR2,0.9623170700202448,-0.35645452
11899,HOXA5,0.9253138520692532,-21.162115,CES2,0.9557089467310051,0.18555412,RP11-66N24.6,0.8832312827662724,22.487978,TMEM241,0.9623658458676267,0.3091818
11900,XXBAC-B135H6.15,0.9253138520692532,-20.653536,FAM89A,0.9557405552327387,0.03341317,LINC00544,0.8832312827662724,21.333445,MIER3,0.9623902338441479,0.22363506
11901,MITF,0.9253138520692532,-20.242424,SHPK,0.955765842084242,0.22386812,TRAV12-3,0.8832312827662724,21.737972,PHC2,0.9624390099027368,0.13118319
11902,DLG5,0.9253138520692532,-21.001087,PACRGL,0.9557848072520873,0.65709656,KIR3DL1,0.8832312827662724,21.093197,CNR1,0.9624390099027368,-0.15941234
11903,IL22RA2,0.9253138520692532,-21.693357,NRDE2,0.9558037724449645,0.23761116,LINC00589,0.8832312827662724,21.758945,UMPS,0.9624633979847589,-0.07344302
11904,CGA,0.9253138520692532,-20.778025,GPRASP1,0.9558480246589647,0.04781587,MATN4,0.8832312827662724,21.559381,MAN2B1,0.9625365624414626,-0.3185524
11905,APITD1-CORT,0.9253138520692532,-20.459536,CTC-246B18.10,0.9558796334665793,-0.084002934,USP50,0.8832312827662724,21.854614,CKAP5,0.9628048348104498,-0.008223154
11906,RP11-1277A3.3,0.9253138520692532,-20.8341,DDX59,0.9558922770090555,0.28823504,RP5-1021I20.2,0.8832312827662724,21.802164,MFSD3,0.962853612058131,-0.10681256
11907,GSX2,0.9253138520692532,-20.768148,GZF1,0.9561198626683687,0.45451263,FAM129B,0.8832312827662724,21.421505,AC142472.6,0.962853612058131,0.117814764
11908,LKAAEAR1,0.9253138520692532,-20.915598,IL12A,0.9561325064211705,-0.3159359,AF165138.7,0.8832312827662724,22.006916,TUBA3D,0.9629023894448397,-21.276505
11909,SOX9,0.9253138520692532,-20.954428,PET117,0.9561514720710687,0.20122701,CTD-2195M15.4,0.8832312827662724,21.346277,COLEC12,0.9629023894448397,-21.441149
11910,PKD1L1,0.9253138520692532,-21.04835,PFN2,0.9561704377457916,0.78657794,EVC,0.8832312827662724,21.928564,TPRG1,0.9629023894448397,-20.508354
11911,NMUR1,0.9253138520692532,-20.326527,FAM149B1,0.9561957253506866,-0.086451635,AL023806.1,0.8832312827662724,21.928019,AF127936.5,0.9629023894448397,-21.366795
11912,HSPG2,0.9253138520692532,-21.426474,CTD-2186M15.3,0.9562210129996703,-0.008175272,CTRL,0.8832312827662724,21.850481,ASCL2,0.9629023894448397,-20.607447
11913,RP11-161M6.2,0.9253138520692532,-20.406328,PPP1R3F,0.9562589445557563,0.8773813,SLC4A11,0.8832312827662724,21.500677,AC007879.2,0.9629023894448397,-21.455042
11914,NHS,0.9253138520692532,-20.124147,MRPL33,0.9562715884298018,0.13900273,KLHL4,0.8832312827662724,21.380318,RBM14-RBM4,0.9629023894448397,-21.081318
11915,KIT,0.9253138520692532,-20.30952,RP5-1159O4.1,0.9562715884298018,-0.18654752,C9ORF47,0.8832312827662724,21.98443,FAM224A,0.9629023894448397,-21.282959
11916,NR1I3,0.9253138520692532,-21.0834,ZBP1,0.9562905542614997,-0.040241376,RP11-317N8.3,0.8832312827662724,21.879013,IL21,0.9629023894448397,-20.408115
11917,ITPKA,0.9253138520692532,-20.338837,ZFP30,0.9562968762108988,-0.06830202,HBA1,0.8832312827662724,22.95463,C1ORF101,0.9629023894448397,-21.354282
11918,TUBB4A,0.9253138520692532,-20.614275,TAGLN,0.9563095201179439,-0.32402897,PRSS23,0.8832312827662724,22.199839,CTD-2292M16.8,0.9629023894448397,-21.59115
11919,LINC01297,0.9253138520692532,-21.218586,AGBL3,0.9563095201179439,0.37311757,CHGB,0.8832312827662724,21.938435,B4GALT6,0.9629023894448397,-20.26704
11920,SBK1,0.9253138520692532,-20.37817,THEM4,0.9563095201179439,0.60055333,PTGFRN,0.8832312827662724,22.270693,GPC1,0.9629023894448397,-20.406422
11921,TCTEX1D4,0.9253138520692532,-20.478289,LINC01431,0.9563474519050281,0.04542607,ATOH8,0.8832312827662724,21.8597,ARHGEF4,0.9629023894448397,-21.260008
11922,NLRP11,0.9253138520692532,-20.758688,GNE,0.9563664178356468,0.36544397,FAM106A,0.8832312827662724,21.509182,PPM1L,0.9629023894448397,-21.224695
11923,F2RL1,0.9253138520692532,-21.333609,ZNF225,0.9563853837909688,-0.24212317,RP11-57A19.2,0.8832312827662724,21.410046,DST,0.9629023894448397,-20.92016
11924,LVRN,0.9253138520692532,-21.01289,PELI2,0.9564738919087902,-0.34045064,CCDC26,0.8832312827662724,21.67028,CTB-75G16.3,0.9629023894448397,-21.504843
11925,RP11-476D10.1,0.9253138520692532,-20.939306,MORN1,0.9564991800410716,0.7434718,CCNB3,0.8832312827662724,21.983551,RP11-121M22.1,0.9629023894448397,-21.081804
11926,HLF,0.9253138520692532,-20.337992,ZNF410,0.9565118241236329,-0.01985157,C20ORF203,0.8832312827662724,21.562666,AGAP3,0.9629023894448397,-21.032837
11927,NPM2,0.9253138520692532,-20.358442,TCFL5,0.9566192992668969,0.2877003,TRAV17,0.8832312827662724,21.756657,CPA5,0.9629023894448397,-20.72768
11928,SIGLEC12,0.9253138520692532,-20.500727,ZNF79,0.9567520637678015,0.5232107,ROPN1L,0.8832312827662724,20.909616,TBC1D8B,0.9629023894448397,-21.32531
11929,REEP1,0.9253138520692532,-21.060072,HIST1H4C,0.9567520637678015,-0.20874082,TRAV1-2,0.8832312827662724,21.775118,PROCR,0.9629023894448397,-21.560932
11930,TTC16,0.9253138520692532,-20.394646,TP53I13,0.956758385916848,0.37952378,TRAV6,0.8832312827662724,21.836094,FAM65C,0.9629023894448397,-21.640062
11931,RP11-767C1.1,0.9253138520692532,-20.421713,UBTD2,0.9567773523803071,0.0077497466,PRDM5,0.8832312827662724,21.957602,ATP8B4,0.9629023894448397,-20.221205
11932,GTF2H4,0.9253138520692532,-20.914904,GGACT,0.9567963188682375,0.1664824,PLEKHG4,0.8832312827662724,21.784758,KRT86,0.9629023894448397,-20.811363
11933,C2ORF82,0.9253138520692532,-21.30398,RAB3D,0.956827929735806,0.45306808,RP11-439E19.7,0.8832312827662724,21.709911,ROR1,0.9629023894448397,-21.319883
11934,CTB-50L17.14,0.9253138520692532,-20.826523,SLC26A2,0.9568911516745817,-0.0038589188,SKIDA1,0.8832312827662724,21.651382,ADGRE1,0.9629023894448397,-20.235672
11935,PDCD1LG2,0.9253138520692532,-21.055874,ZNF19,0.9569543738845451,-0.15470809,ADGRG6,0.8832312827662724,21.746923,TNS4,0.9629023894448397,-20.959803
11936,C20ORF144,0.9253138520692532,-20.743618,ZNF628,0.956992307340528,0.1567918,CD36,0.8832312827662724,21.170807,FMN1,0.9629023894448397,-21.536652
11937,LINC00271,0.9253138520692532,-21.438961,FAM234B,0.957004951847504,0.35198846,SFTPD,0.8832312827662724,22.162956,RP11-488L18.8,0.9629023894448397,-21.248116
11938,CHODL,0.9253138520692532,-20.762321,USP40,0.957118752896759,0.29171944,RP11-469A15.2,0.8832312827662724,22.34084,PDE6G,0.9629023894448397,-21.095161
11939,KCTD19,0.9253138520692532,-21.1997,HIST1H4A,0.9571377198233378,0.6641413,SYNM,0.8832312827662724,21.596233,TREML4,0.9629023894448397,-21.759863
11940,AHSP,0.9253138520692532,-20.467585,PGAM5,0.9571566867741844,0.45481792,GAP43,0.8832312827662724,21.748867,GOLGA6L9,0.9629023894448397,-21.596155
11941,POF1B,0.9253138520692532,-21.341368,MBLAC1,0.9573084232533019,0.12502432,ELMOD1,0.8832312827662724,21.365698,LIF,0.9629023894448397,-20.809364
11942,ENHO,0.9253138520692532,-19.92617,BPGM,0.9573147456402075,0.25767553,ESM1,0.8832312827662724,21.518562,ZCCHC14,0.9629023894448397,-21.275398
11943,CTC-493L21.1,0.9253138520692532,-20.777111,USP54,0.9573400352146786,0.5694716,ARHGEF28,0.8832312827662724,21.968107,ATP9A,0.9629023894448397,-21.135633
11944,LONRF2,0.9253138520692532,-20.960392,PCNX1,0.9573716472431475,0.21143179,CGN,0.8832312827662724,21.339025,DNAH6,0.9629023894448397,-21.322208
11945,CDH23,0.9253138520692532,-20.651112,C1QB,0.9573969369141957,0.15289643,TICAM2,0.8832312827662724,21.53491,IL5RA,0.9629023894448397,-21.466417
11946,ILDR2,0.9253138520692532,-20.604311,IFI27,0.9574601612793691,1.4691219,FAM83H,0.8832312827662724,21.94049,ARHGAP6,0.9629023894448397,-21.495064
11947,C8ORF46,0.9253138520692532,-20.914213,RP11-181C3.1,0.9574854511003927,0.14147095,TMEM217,0.8832312827662724,22.352959,NLRP3,0.9629023894448397,-20.865911
11948,RP11-543C4.1,0.9253138520692532,-21.18177,ZNF613,0.9575423533541193,0.33374923,KIR3DL3,0.8832312827662724,22.137573,TNNC1,0.9629023894448397,-21.459574
11949,GPRIN1,0.9253138520692532,-20.415968,CA8,0.9576119008468978,0.84579176,GML,0.8832312827662724,21.918148,CUBN,0.9629023894448397,-21.550632
11950,RP11-481J2.2,0.9253138520692532,-20.954336,RP3-453C12.15,0.957618223362249,0.35062104,CD177,0.8832312827662724,21.84825,BCAS1,0.9629023894448397,-20.966314
11951,CES1,0.9253138520692532,-21.213997,CIDEB,0.9576624810443393,0.5054964,RP11-7F18.2,0.8832312827662724,21.58824,RP11-32B5.7,0.9629023894448397,-21.220495
11952,PLG,0.9253138520692532,-20.09791,NMNAT3,0.9577257065308273,0.8526963,CDRT4,0.8832312827662724,21.737486,EXPH5,0.9629023894448397,-21.218338
11953,RAB32,0.9253138520692532,-20.698944,RP11-405M12.4,0.9578142226586135,0.658353,TRBJ1-2,0.8832312827662724,21.762703,TRBV29-1,0.9629023894448397,-21.567
11954,LRRC49,0.9253138520692532,-20.988916,H3F3C,0.9579027393065673,0.6235202,HYKK,0.8832312827662724,21.363634,LRP6,0.9629023894448397,-21.56577
11955,AC015849.16,0.9253138520692532,-20.444769,CES4A,0.9579280298727998,0.47328398,TTBK1,0.8832312827662724,21.380495,PHEX,0.9629023894448397,-21.01404
11956,DNASE1L2,0.9253138520692532,-20.648537,PAFAH1B2,0.9579786111322844,0.15666208,ABC13-47656900H15.1,0.8832312827662724,21.50935,NANOG,0.9629023894448397,-21.480368
11957,CACNB2,0.9253138520692532,-21.262733,ZDHHC9,0.9580039018254857,0.5171652,SLC45A1,0.8832312827662724,21.629625,LYG1,0.9629023894448397,-21.42184
11958,MAGI3,0.9253138520692532,-20.449394,DTD2,0.9580039018254857,0.26279074,LINC00092,0.8832312827662724,21.95936,FGFRL1,0.9629023894448397,-21.29391
11959,MRO,0.9253138520692532,-20.639404,IGHV1-24,0.9580418379445398,0.350241,GS1-600G8.5,0.8832312827662724,22.233522,CXCL3,0.9629023894448397,-21.50378
11960,GLB1L2,0.9253138520692532,-21.103745,IGHV3-15,0.9580797741586204,0.28495207,TRAJ22,0.8832312827662724,21.199326,RP11-379F4.6,0.9629023894448397,-21.458345
11961,ANKRD31,0.9253138520692532,-21.11683,RP1-234P15.4,0.9580924195844162,0.40919793,RETN,0.8832312827662724,23.080828,LHFPL4,0.9629023894448397,-21.217278
11962,RP11-271C24.2,0.9253138520692532,-21.048458,C16ORF70,0.9581177104676417,0.035247717,OR13A1,0.8832312827662724,22.273666,F12,0.9629023894448397,-20.87187
11963,PRSS57,0.9253138520692532,-20.924177,MYO6,0.9581240331950363,1.528762,FAM131B,0.8832312827662724,21.653986,CLEC4G,0.9629023894448397,-21.625603
11964,SAMD13,0.9253138520692532,-20.84323,RABGGTA,0.9583453303107219,0.32266623,CPE,0.8832312827662724,21.709934,MYO10,0.9629023894448397,-21.051756
11965,INPP5J,0.9253138520692532,-19.893269,RXRA,0.9583516531327069,0.84459645,KLRC3,0.8832312827662724,21.19673,DND1,0.9629023894448397,-21.275114
11966,SLCO4C1,0.9253138520692532,-20.995287,RP11-493L12.4,0.9584717872478025,0.37072596,RP11-379B8.1,0.8832312827662724,22.011782,RP11-1017G21.6,0.9629023894448397,-21.491236
11967,DNMT3B,0.9253138520692532,-20.789473,PTCD1,0.9584844329990407,0.20515835,ZNF366,0.8832312827662724,21.707516,ENPP2,0.9629023894448397,-20.822071
11968,LIMS3,0.9253138520692532,-19.829056,FAM229A,0.9584907558785778,0.60645515,TRAV8-6,0.8832312827662724,21.85517,MCMDC2,0.9629023894448397,-20.399347
11969,SLC6A4,0.9253138520692532,-20.500961,DTWD2,0.9585603077257526,-0.3231025,NEBL,0.8832312827662724,22.03052,NCAM1,0.9629023894448397,-20.371744
11970,RP11-693L9.2,0.9253138520692532,-20.566656,CDKL3,0.9585855993847833,-0.0068489327,H2AFB1,0.8832312827662724,21.716135,PPARG,0.9629023894448397,-20.527004
11971,MS4A4A,0.9253138520692532,-20.556046,C15ORF52,0.958655151661993,0.42007226,MST1R,0.8832312827662724,22.335966,SV2A,0.9629023894448397,-20.936256
